(((((((0 + 1) + 2) + 3) + 4) + 5) + 6) + 7)
0 0 0 0 0 0 0 0 0,0037547144396552	0,0000000000000000
0 0 0 0 0 0 0 1 0,0038220635775862	0,0000000000000000
0 0 0 0 0 0 1 0 0,0040325296336207	0,0000000000000000
0 0 0 0 0 0 1 1 0,0040998787715517	0,0000000000000000
0 0 0 0 0 1 0 0 0,0038557381465517	0,0000000000000000
0 0 0 0 0 1 0 1 0,0039230872844828	0,0000000000000000
0 0 0 0 0 1 1 0 0,0041335533405172	0,0000000000000000
0 0 0 0 0 1 1 1 0,0042009024784483	0,0000000000000000
0 0 0 0 1 0 0 0 0,0037294585129310	0,0000000000000000
0 0 0 0 1 0 0 1 0,0037968076508621	0,0043103448275862
0 0 0 0 1 0 1 0 0,0040072737068966	0,0000000000000000
0 0 0 0 1 0 1 1 0,0040746228448276	0,0000000000000000
0 0 0 0 1 1 0 0 0,0038304822198276	0,0129310344827586
0 0 0 0 1 1 0 1 0,0038978313577586	0,0086206896551724
0 0 0 0 1 1 1 0 0,0041082974137931	0,1293103448275862
0 0 0 0 1 1 1 1 0,0041756465517241	0,0215517241379310
0 0 0 1 0 0 0 0 0,0038136449353448	0,0000000000000000
0 0 0 1 0 0 0 1 0,0038809940732759	0,0000000000000000
0 0 0 1 0 0 1 0 0,0040914601293103	0,0000000000000000
0 0 0 1 0 0 1 1 0,0041588092672414	0,0000000000000000
0 0 0 1 0 1 0 0 0,0039146686422414	0,0000000000000000
0 0 0 1 0 1 0 1 0,0039820177801724	0,0000000000000000
0 0 0 1 0 1 1 0 0,0041924838362069	0,0000000000000000
0 0 0 1 0 1 1 1 0,0042598329741379	0,0000000000000000
0 0 0 1 1 0 0 0 0,0037883890086207	0,0000000000000000
0 0 0 1 1 0 0 1 0,0038557381465517	0,0043103448275862
0 0 0 1 1 0 1 0 0,0040662042025862	0,0000000000000000
0 0 0 1 1 0 1 1 0,0041335533405172	0,0000000000000000
0 0 0 1 1 1 0 0 0,0038894127155172	0,0000000000000000
0 0 0 1 1 1 0 1 0,0039567618534483	0,0000000000000000
0 0 0 1 1 1 1 0 0,0041672279094828	0,0086206896551724
0 0 0 1 1 1 1 1 0,0042345770474138	0,0172413793103448
0 0 1 0 0 0 0 0 0,0036789466594828	0,0000000000000000
0 0 1 0 0 0 0 1 0,0037462957974138	0,0000000000000000
0 0 1 0 0 0 1 0 0,0039567618534483	0,0000000000000000
